Title,Detail URL,Location,Bedrooms,Bathrooms,House Size,Price,Property Type,Listing Date,Amenities
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116747251,Westlands,3,4.5,142 m²,KSh 17 000 000,Apartment / Flat,16-Dec-25,"Ground Floor, Grand reception with 6M ceilings, Dry cleaning room, Lift lobby, Mezzanine Floor, Lounge & relaxation area, Indoor mini golf court (20m), Conference & meeting rooms, 8-seat theater room, Spa & sauna, Reading lounge, Indoor kids' play area, Infinity swimming pool with panoramic city views, Yoga & wellness deck, Residents’ coffee house & BBQ area, Fully equipped gym, Modern high-speed lifts, Backup generator, 24/7 security & CCTV, Smart locks & intercom system, Why Invest in Galaxy ONE, Iconic architecture and high-quality finishes, Cross-ventilated, well-lit apartments, Low building coverage with 2 green courtyards, Sky-high rooftop pool with 360° views, Short walking distance to Waiyaki Way, Easy access to CBD, malls, hospitals, airport, schools, Professional 24/7 facilities management & security, Planned housekeeping & handyman services on standby, High ROI potential and investor demand, Call/WhatsApp: +254 721 514314"
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lower-kabete-116892572,Lower Kabete,5,5,60 m²,KSh 175 000 000,Townhouse,06-Feb-26,
4 Bedroom Townhouse,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-runda-116911191,Runda,4,4,280 m²,KSh 48 500 000,Townhouse,11-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116743565,Westlands,1,1,72 m²,KSh 8 500 000,Apartment / Flat,14-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116751032,Westlands,1,1,52 m²,KSh 6 100 000,Apartment / Flat,18-Dec-25,"Mini 1 Bedroom (43 sqm) – from Ksh 5M, 1 Bedroom (52–88 sqm) – from Ksh 6.1M to 12.2M, 2 Bedroom (113–142 sqm) – from Ksh 13.2M to 19.2M"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-116769395,Syokimau,2,2,90 m²,KSh 53 000,Apartment / Flat,05-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116911411,Kilimani,1,1,67 m²,KSh 6 700 000,Apartment / Flat,11-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116765661,Kilimani,2,2,82 m²,KSh 14 500 000,Apartment / Flat,01-Jan-26,"•	20-metre heated swimming pool, •	Fully equipped gym, •	Steam & sauna facilities, •	Outdoor walking & jogging track, •	Half basketball court, •	Children’s games room, •	Barbecue area, •	Solar water heating, •	Full backup generator, •	CCTV surveillance, Nearby Public & Social Facilities, •	Close to Yaya Centre, Prestige Plaza & Junction Mall, •	Near international schools, hospitals & banks, •	Proximity to restaurants, cafes & recreational centres, •	Convenient access to major roads and public transport"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116743203,Westlands,2,2,94 m²,KSh 14 000 000,Apartment / Flat,14-Dec-25,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116904996,Kileleshwa,4,4,275 m²,KSh 31 000 000,Apartment / Flat,10-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116747842,Westlands,1,1,68 m²,KSh 7 800 000,Apartment / Flat,16-Dec-25,"# High-Speed Lifts: 2 per block for seamless movement, # Heated Swimming Pool: Enjoy year-round luxury, # Kids’ Play Area: Safe and fun for children, # Café: Relax and unwind, # Yoga Studio: Wellness at your doorstep, # CCTV Surveillance: 24/7 security monitoring, # Water Borehole: Reliable water supply, # Mini Shop: Convenience within the residence, # Control Room: Enhanced security and monitoring, # Modern, High-Quality Finishing: Crafted for luxury, Seamlessly blends luxury, convenience, and an unbeatable location., Secure your unit today! Completion Date: Q3 2027, PAYMENT"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116930721,Westlands,3,3,141 m²,KSh 19 800 000,Apartment / Flat,16-Feb-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116908906,Westlands,4,4,172 m²,KSh 19 500 000,Apartment / Flat,10-Feb-26,
Apartment / Flat,https://www.property24.co.ke/apartment-flat-for-sale-in-westlands-116919687,Westlands,3,1,43 m²,KSh 5 900 000,Apartment / Flat,13-Feb-26,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-loresho-116905419,Loresho,3,3,1 acres,KSh 115 000 000,Vacant Land / Plot,10-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116908740,Westlands,3,3,116 m²,KSh 13 900 000,Apartment / Flat,10-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-donholm-116838476,Donholm,2,2,100 m²,KSh 7 000 000,Apartment / Flat,23-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kitisuru-116951157,Kitisuru,2,3,127 m²,KSh 12 500 000,Apartment / Flat,21-Feb-26,"- 24 -- hour manned gate, - 24/7 CCTV Surveillance, - Fully fitted Gym, - Grand Entrance Lobby, - Full backup generator, - Rooftop Sky Lounge with Scenic Views, - High Speed lift, - Rooftop Sky Lounge, - Co-Working Space, - Beautiful Entrance Lobby, Available unit and Pricing;, 2 Bedroom Duplex -- Price @ KSH.12,500,000/= (Only one unit remaining), 2 Bedroom Penthouse -- Price From 15,800,000 sold out"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116746736,Westlands,2,3,107 m²,KSh 12 300 000,Apartment / Flat,16-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116839358,Westlands,1,1,64 m²,KSh 6 500 000,Apartment / Flat,23-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-gigiri-116915614,Gigiri,2,2,130 m²,KSh 25 600 000,Apartment / Flat,12-Feb-26,
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-116876812,Lavington,5,5,0.86 acres,KSh 86 000 000,Townhouse,03-Feb-26,
5 Bedroom Apartment / Flat,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116742096,Kilimani,5,6.5,550 m²,KSh 120 000 000,Apartment / Flat,13-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116765996,Kilimani,2,2,90 m²,KSh 9 000 000,Apartment / Flat,01-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116734697,Westlands,1,1,64 m²,KSh 6 500 000,Apartment / Flat,10-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-lavington-116732631,Lavington,1,1,55 m²,KSh 5 500 000,Apartment / Flat,10-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116735965,Westlands,2,2,131 m²,KSh 16 000 000,Apartment / Flat,11-Dec-25,"Rooftop Swimming Pool, Sky Lounge with panoramic views, Fully Equipped Gym & Sauna, On-site Retail Shops, Kids’ Play Area"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116945785,Kilimani,2,3,98 m²,KSh 10 800 000,Apartment / Flat,19-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-116796721,Lavington,2,2,100 m²,KSh 26 000 000,Apartment / Flat,13-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116898158,Westlands,1,1,68 m²,KSh 8 700 000,Apartment / Flat,08-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-116729412,Riverside,1,1,60 m²,KSh 7 200 000,Apartment / Flat,09-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116729771,Kilimani,3,3,120 m²,KSh 13 000 000,Apartment / Flat,09-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116733716,Westlands,2,2,113 m²,KSh 13 200 000,Apartment / Flat,10-Dec-25,"Mini 1 Bedroom (43 sqm) – from Ksh 5M, 1 Bedroom (52–88 sqm) – from Ksh 6.1M to 12.2M, 2 Bedroom (113–142 sqm) – from Ksh 13.2M to 19.2M"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116765851,Kilimani,2,2,77 m²,KSh 11 830 000,Apartment / Flat,01-Jan-26,"•	Two heated swimming pools (ground & rooftop), •	Two fully equipped gyms (ground & rooftop), •	Rooftop walking track & relaxation lounge, •	Game room & kids’ play area, •	Barbecue area, •	Reception zone & concierge services, •	Meeting rooms, •	Class A facility management, •	Balconies & terraces, •	Treated borehole, •	Full backup generator, •	High-speed elevators per block, •	Solar water heating, •	CCTV surveillance & 24-hour security, Nearby Public & Social Facilities, •	Junction Mall & Prestige Plaza (Ngong Road), •	Close to Riara Road schools & educational institutions, •	Nearby hospitals, banks & supermarkets, •	Close to restaurants, cafés & recreational centres, •	Well-connected to major public transport routes"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-riverside-116730622,Riverside,3,3.5,174 m²,KSh 21 000 000,Apartment / Flat,09-Dec-25,"1 Bedroom (60–81SQM) – From KSh 7.2M to 10.92M, 2 Bedroom – Block C (84SQM) – From KSh 10.08M to 10.92M, 2 Bedroom – Block B (114–117SQM) – From KSh 13.68M to 15.21M, 2 Bedroom + DSQ – Block A (129SQM) – From KSh 15.61M to 16.77M, 3 Bedroom – Block A (174SQM) – From KSh 21.05M to 22.62M, Swimming pool, Fully equipped gym, Backup generator, Borehole & reliable water supply, High-speed lifts, 24/7 security, CCTV & access control, Children’s play area, Balcony with, Modern kitchen & premium finishes, Green landscaped spaces, Residents’ lounge / social areas"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-riverside-116784184,Riverside,4,3,3500 m²,KSh 55 000 000,Apartment / Flat,09-Jan-26,"Reception area, 3 rooftop infinity pools including a heated pool., Pool deck with, fireplace, palm trees, entertainment room (pool table, table tennis, dartboard, air hockey table), gym with sauna/steam room and 4 open air Jacuzzis, Two kids playing areas – Rooftop and Level 2, Solar water heating systems, Generator for common areas and provision for inverters in each unit, Satellite TV & telephone outlets in all rooms, High-speed lifts and service lift, Electric fencing, CCTV cameras, security lighting and electric fencing, 4 Bedroom Unfurnished – KSH 55,000,000 |, 3 Bedroom Unfurnished – KSH 44,000,000"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116725539,Kilimani,2,2,91 m²,KSh 11 400 000,Apartment / Flat,08-Dec-25,Call/WhatsApp: +254 721 514 314
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116899053,Kilimani,4,4,258 m²,KSh 23 460 000,Apartment / Flat,08-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116761911,Westlands,2,2,106 m²,KSh 14 500 000,Apartment / Flat,28-Dec-25,"•	Fully equipped gym, •	Heated swimming pool, •	Children’s playground, •	Residents’ recreation club, •	Yoga room, •	Reading lounge, •	Coffee bar, •	24-hour security with CCTV surveillance, •	Borehole water with purification system, •	Full backup generator, Nearby Public Facilities & Conveniences, Shopping & Lifestyle, •	Sarit Centre, •	Westgate Mall, •	GTC Mall, •	The Mall, •	One Africa Place, Dining, Hotels & Entertainment, •	Mövenpick Hotel, •	Kempinski Hotel, •	Artcaffé, •	The Alchemist, •	Urban Eatery, Healthcare, •	M.P. Shah Hospital, •	Aga Khan University Hospital, Education, •	Oshwal Academy, Business & Commercial Hubs, •	Riverside corporate offices, •	Parklands business zone, Accessibility"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116900405,Kileleshwa,3,3,180 m²,KSh 18 000 000,Apartment / Flat,09-Feb-26,"Fully Equipped Gym, Swimming Pool, Children’s Play Area, CCTV and Visual Conversational System, Fully Integrated Security Systems and Professional Security Team, High-Speed Lifts"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116789671,Kilimani,1,1,53 m²,KSh 5 800 000,Apartment / Flat,12-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116789715,Kilimani,2,2,94 m²,KSh 9 600 000,Apartment / Flat,12-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116732287,Kilimani,1,1,60 m²,KSh 6 900 000,Apartment / Flat,10-Dec-25,"Elevators, Events Center, Kids Play Area, Lights Fixtures, Fitted Kitchens"
2 Bedroom House,https://www.property24.co.ke/2-bedroom-house-for-sale-in-lavington-116831593,Lavington,2,2,86 m²,KSh 7 800 000,House,21-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-116723584,Riverside,1,1,60 m²,KSh 7 200 000,Apartment / Flat,07-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116735971,Westlands,1,1,70 m²,KSh 8 400 000,Apartment / Flat,11-Dec-25,"Rooftop Swimming Pool, Sky Lounge with panoramic views, Fully Equipped Gym & Sauna, On-site Retail Shops, Kids’ Play Area"
5 Bedroom House,https://www.property24.co.ke/5-bedroom-house-for-sale-in-karen-116753527,Karen,5,6.5,800 m²,KSh 150 000 000,House,19-Dec-25,"Designed by Torrens Studio & visualized by Karim CG Visuals, Seamless indoor-outdoor living with lush greenery & water features, Natural materials – stone, wood & marble finishes, Spacious, airy interiors with abundant natural light, Exclusive gated community in Karen – luxury meets tranquility"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116765858,Kilimani,3,3,178 m²,KSh 25 740 000,Apartment / Flat,01-Jan-26,"•	Two heated swimming pools (ground & rooftop), •	Two fully equipped gyms (ground & rooftop), •	Rooftop walking track & relaxation lounge, •	Game room & kids’ play area, •	Barbecue area, •	Reception zone & concierge services, •	Meeting rooms, •	Class A facility management, •	Balconies & terraces, •	Treated borehole, •	Full backup generator, •	High-speed elevators per block, •	Solar water heating, •	CCTV surveillance & 24-hour security, Nearby Public & Social Facilities, •	Junction Mall & Prestige Plaza (Ngong Road), •	Close to Riara Road schools & educational institutions, •	Nearby hospitals, banks & supermarkets, •	Close to restaurants, cafés & recreational centres, •	Well-connected to major public transport routes"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116768165,Kilimani,2,2,100 m²,KSh 11 000 000,Apartment / Flat,03-Jan-26,"68 Sqm at KShs. 7.15 Million, 94 Sqm at KShs. 10.3 Million - Master Ensuite, 96 Sqm at KShs. 10.55 Million - Master Ensuite, 100 Sqm at KShs. 11 Million - Master Ensuite, 135 Sqm at KShs. 14.8 Million - Two Ensuite, 173 Sqm at KShs. 18.9 Million - All Ensuite Plus Dsq"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116732345,Kilimani,2,3,112 m²,KSh 11 500 000,Apartment / Flat,10-Dec-25,"Elevators, Events Center, Kids Play Area, Lights Fixtures, Fitted Kitchens"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116899839,Westlands,3,3,150 m²,KSh 22 000 000,Apartment / Flat,09-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116894536,Westlands,1,1,59 m²,KSh 7 800 000,Apartment / Flat,06-Feb-26,
9 Bedroom House,https://www.property24.co.ke/9-bedroom-house-for-sale-in-karen-116861540,Karen,9,9.5,272 m²,KSh 250 000 000,House,29-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-116951692,Riverside,2,2,129.45 m²,KSh 14 300 000,Apartment / Flat,21-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116776299,Kilimani,3,3,110 m²,KSh 11 000 000,Apartment / Flat,07-Jan-26,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116867780,Runda,4,5,234 m²,KSh 25 000 000,Vacant Land / Plot,30-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116753680,Kilimani,4,4,200 m²,KSh 20 100 000,Apartment / Flat,19-Dec-25,
6 Bedroom Townhouse,https://www.property24.co.ke/6-bedroom-townhouse-for-sale-in-lavington-116905236,Lavington,6,6,600 m²,KSh 86 000 000,Townhouse,10-Feb-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116799334,Kileleshwa,4,4,200 m²,KSh 20 100 000,Apartment / Flat,14-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116950911,Westlands,4,3,57 m²,KSh 36 000 000,Apartment / Flat,21-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116894761,Westlands,1,1,59 m²,KSh 7 800 000,Apartment / Flat,06-Feb-26,
6 Bedroom House,https://www.property24.co.ke/6-bedroom-house-for-sale-in-riverside-116891206,Riverside,6,5,465 m²,KSh 70 000 000,House,05-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kitisuru-116946596,Kitisuru,2,2,100 m²,KSh 12 000 000,Apartment / Flat,20-Feb-26,"- Cabro-paved driveways, - 24- hour manned security gate, - Clean and reliable borehole water, - Underground water storage tanks, - Swimming pool, - Backup generator, - CCTV security system, - Club house, - Fully equipped gym, For viewing arrangements call the following contact information below;, +254 762207139 - ELITORS AGENCIES"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116799688,Westlands,2,1,75 m²,KSh 7 500 000,Apartment / Flat,14-Jan-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116733221,Westlands,3,4.5,152 m²,KSh 21 000 000,Apartment / Flat,10-Dec-25,"Life at Amani Residence extends beyond your apartment — enjoy a collection of luxury facilities designed for wellness, recreation, and community living:, Fully Equipped Gym – Stay active with convenience, Two Heated Infinity Pools – Perfect for relaxation and fitness, Children’s Playgrounds – Safe and fun spaces for little ones, Yoga Studio – Calm, wellness-focused retreat, Reading Lounge / Community Library – Quiet spaces for learning and leisure, Borehole Water + Purifier – Clean, reliable water supply, Full Backup Generator – Continuous power supply, 24/7 Security with CCTV – Total peace of mind, BBQ Area & Relaxation Zone – Ideal for family and community gatherings, Car–Pedestrian Separation – Enhanced safety and comfort"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116768775,Kilimani,3,3,302 m²,KSh 37 500 000,Apartment / Flat,04-Jan-26,"•	Prestige Plaza – shopping and services along Ngong Road., •	Local supermarkets, pharmacies and convenience stores are scattered through the neighbourhood., Residents enjoy easy access to malls, fashion and grocery stores, banks, and everyday services within minutes, Dining, Cafés & Social Spots, •	Trendy cafés and coffee shops, as well as local and international restaurants., •	Bars, lounges, and nightlife venues catering to both casual and upscale crowds., Completion December 2026"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-116765612,Riverside,1,1,66 m²,KSh 20 150 000,Apartment / Flat,01-Jan-26,"•	Elegant reception & lobby, •	Conference & business meeting facilities, •	Restaurant, •	Fully equipped gym, •	Heated swimming pool, •	Borehole & full backup generator, •	High-speed lifts, Nearby Public & Social Facilities, •	Near UN offices (Gigiri) and major embassies, •	Easy access to ABC Place, Sarit Centre & Westgate Mall, •	Reputable international schools and hospitals nearby, •	Quick access to Waiyaki Way and key transport corridors"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116748263,Westlands,4,4,150 m²,KSh 15 000 000,Apartment / Flat,17-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116712785,Westlands,1,1,74 m²,KSh 9 022 000,Apartment / Flat,03-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116831604,Kileleshwa,2,2,99 m²,KSh 9 700 000,Apartment / Flat,21-Jan-26,"Children Care Centre and family gathering room, Coffee house, A well-equipped gym, Power backup generator for all areas including inside, Borehole and water storage facilities, Satellite tv and fiber optic infrastructure, CCTV, Electric fencing, Intercom, 24 Hour security, •	24 Hour CCTV, •	24 Hour Security, •	Backup Generator, •	Balcony, •	Borehole Water"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-116751087,Lavington,2,1,70 m²,KSh 7 000 000,Apartment / Flat,18-Dec-25,
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-loresho-116942642,Loresho,5,6,112 m²,KSh 98 000 000,Townhouse,19-Feb-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116748150,Kilimani,4,4,130 m²,KSh 13 000 000,Apartment / Flat,17-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116710600,Westlands,1,1,67 m²,KSh 9 800 000,Apartment / Flat,02-Dec-25,"Kids Play Area, High-Speed Lifts, Fully Equipped Gym, Swimming Pool, Power Back-up Generator, CCTV Surveillance"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-lavington-116746805,Lavington,4,4,130 m²,KSh 13 000 000,Apartment / Flat,16-Dec-25,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116881496,Kilimani,4,4,211 m²,KSh 21 200 000,Apartment / Flat,04-Feb-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116769647,Kileleshwa,4,4,170 m²,KSh 17 000 000,Apartment / Flat,05-Jan-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116779435,Kilimani,3,4,212 m²,KSh 22 000 000,Apartment / Flat,07-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116831511,Kilimani,1,1,68 m²,KSh 7 150 000,Apartment / Flat,21-Jan-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116744049,Kilimani,3,4,182 m²,KSh 24 000 000,Apartment / Flat,15-Dec-25,"# 10 High-Speed Elevators, # Events & Community Center, # Kids’ Play Zone with Cycling Track, # Heated Swimming Pool for all-season relaxation, # Fully Equipped Gym for active living, # CCTV Surveillance & 24/7 Security with Intercom access, # Reliable Borehole & County Water Connection, # Elegant Light Fixtures & Large Windows for ample natural light, # Modern Fitted Kitchens with premium appliances, # Extended Balconies offering scenic city views, Available Units & Prices, Why Invest Here?, High Rental Yields: Perfect for investors seeking strong returns through serviced or long-term rentals., Luxury Urban Living: Designed for those who value comfort, convenience, and a dynamic city lifestyle."
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kitisuru-116945589,Kitisuru,2,2,226 m²,KSh 12 000 000,Apartment / Flat,19-Feb-26,"- Cabro-paved driveways, - 24- hour manned security gate, - Clean and reliable borehole water, - Underground water storage tanks, - Swimming pool, - Backup generator, - CCTV security system, - Club house, - Fully equipped gym, For viewing arrangements call the following contact information below;, +254 762207139 - ELITORS AGENCIES"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116886462,Kilimani,2,2,100 m²,KSh 10 500 000,Apartment / Flat,05-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116705068,Westlands,2,2,90 m²,KSh 14 000 000,Apartment / Flat,01-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-riverside-116704366,Riverside,3,5,302 m²,KSh 30 000 000,Apartment / Flat,01-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116715415,Westlands,1,1,58 m²,KSh 8 700 000,Apartment / Flat,04-Dec-25,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116766543,Kilimani,4,4,302 m²,KSh 37 500 000,Apartment / Flat,02-Jan-26,"•	Prestige Plaza – shopping and services along Ngong Road., •	Local supermarkets, pharmacies and convenience stores are scattered through the neighbourhood., Residents enjoy easy access to malls, fashion and grocery stores, banks, and everyday services within minutes, Dining, Cafés & Social Spots, •	Trendy cafés and coffee shops, as well as local and international restaurants., •	Bars, lounges, and nightlife venues catering to both casual and upscale crowds., Completion December 2026"
Apartment / Flat,https://www.property24.co.ke/apartment-flat-for-sale-in-dagoretti-116886440,Dagoretti,3,1,23 m²,KSh 2 300 000,Apartment / Flat,05-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116854486,Kileleshwa,1,1,40 m²,KSh 4 000 000,Apartment / Flat,28-Jan-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-syokimau-116756462,Syokimau,3,3,141 m²,KSh 10 300 000,Apartment / Flat,21-Dec-25,"•	Olympic-Size Swimming Pool, •	Rooftop Café Lounge, •	Equipped Gym & Children’s Play Area, •	Backup Generator, Borehole & Supermarket, Completion: December 2025, Whether you’re buying for Yourself or Investing in Rental Income, these apartments in Syokimau offer unbeatable value."
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116703481,Westlands,3,4,160 m²,KSh 24 610 000,Apartment / Flat,01-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-116704440,Syokimau,2,2,21 m²,KSh 9 500 000,Apartment / Flat,01-Dec-25,
