Title,Location,Bedrooms,Bathrooms,House Size,Price,Property Type,Listing Date,Amenities,size_value,size_unit,size_sqft,Price_per_sqft,Amenities_count,Listing Month,Listing Month Name,Listing Year,distance_to_cbd_km
1 Bedroom Apartment / Flat,westlands,1.0,1.0,70 m²,6500000,Apartment / Flat,2026-02-09,"enjoy a premium, fivestar living experience with, heated rooftop swimming pool, fully equipped gym, highspeed lifts, onsite mini mart, childrens play area, landscaped green relaxation spaces, 24hour security  cctv, backup generator for uninterrupted power, elegant, modern interior finishes, visit our sales centre today for bookings and more details",70.0,m²,753.47,8626.75,13,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,63 m²,5850000,Apartment / Flat,2026-01-24,"outdoor swimming pool, fully equipped gym, sauna  steam room, yoga room, childrens play area, private cinema room, games room, cafeteria  restaurant, health centre for residents, mini golf course, tennis  badminton courts, borehole water supply, backup generator, highspeed lifts, topnotch finishes, for inquiries or viewing arrangements, contact  whatsapp 254 721 514 314",63.0,m²,678.13,8626.66,17,1,January,2026,3.997772791838036
4 Bedroom Apartment / Flat,syokimau,4.0,4.0,172 m²,13900000,Apartment / Flat,2026-02-03,none,172.0,m²,1851.39,7507.87,1,2,February,2026,13.59692712262327
1 Bedroom Apartment / Flat,westlands,1.0,1.0,70 m²,8800000,Apartment / Flat,2026-01-23,"mogotio oasis offers a new global standard of luxury hospitality, wellness private gym, clubhouse, and golf putting green, convenience onsite caf, club lounge, lobby bar, childrens play area, and professional laundry facilities, nextgen smart technology  security, intelligent matrix 247 cctv surveillance, electronic fencing, biometric access, and dedicated security personnel, alwayson resilience full backup water supply and emergency generators, refined nordic aesthetics, our 1 to 3bedroom residences feature elite architectural design and turnkey delivery, panoramic living 87m ultrawide spans with floortoceiling windows, global standards fully equipped with siemens kitchen suites and advanced water heaters, wealth engine roi analysis  monthly income, mogotio oasis is a steadfast engine for asset appreciation and high rental yields with a highend housing supply gap of 18, these units represent a premier store of value, projected monthly rental income furnished units, studio apartments ksh 130, 000  150, 000, 1bedroom ksh 180, 000  200, 000, 2bedroom ksh 280, 000  300, 000, 3bedroom ksh 330, 000  350, 000, reserve your legacy now, select units available across blocks a, b, and c, apartment price list, 1bedroom units, type d1  41 sqm, type a3  5742 sqm, type a1  5983 sqm, type a3  594 sqm, type a2  6983 sqm, 2bedroom units, type b3  926 sqm, type b1  9681 sqm, type b2  1161 sqm, 3bedroom units, type b31  13565 sqm, type c1  1587 sqm, callwhatsapp 254 721 514314, prices vary by floor level limited units available, callwhatsapp 254 721 514314",70.0,m²,753.47,11679.3,56,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,58 m²,8000000,Apartment / Flat,2026-01-13,"heated rooftop pool with panoramic city views, stateoftheart gym  wellness suite, vr golf simulator  exclusive private cinema, residents lounge  professional business meeting spaces, trendy coffee shop  lounge bar, onsite mini mart  pharmacy for ultimate convenience, kids play area  indoor gaming zone, full power backup, borehole water supply, and high security, ideal for living or letting, book a site visit or get more info now  254 787 855 213",58.0,m²,624.31,12814.15,12,1,January,2026,5.654414563146205
4 Bedroom Apartment / Flat,westlands,4.0,4.0,150 m²,15000000,Apartment / Flat,2026-02-05,none,150.0,m²,1614.58,9290.34,1,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,105 m²,9500000,Apartment / Flat,2026-01-12,"it is in close proximity to shopping facilities such as the junction mall, , the development comprises of affordable and spacious, project features, full backup generator, wellequipped gym, heated swimming pool, childrens play area, borehole water high, speed lifts, circular runway",105.0,m²,1130.21,8405.52,11,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,68 m²,8940000,Apartment / Flat,2026-01-15,"highspeed lifts 2 per block for seamless movement, heated swimming pool enjoy yearround luxury, kids play area safe and fun for children, caf relax and unwind, yoga studio wellness at your doorstep, cctv surveillance 247 security monitoring, water borehole reliable water supply, mini shop convenience within the residence, control room enhanced security and monitoring, modern, highquality finishing crafted for luxury, seamlessly blends luxury, convenience, and an unbeatable location, secure your unit today completion date q3 2027, payment",68.0,m²,731.95,12213.95,16,1,January,2026,5.654414563146205
4 Bedroom Apartment / Flat,westlands,4.0,4.0,150 m²,47000000,Apartment / Flat,2026-02-19,none,150.0,m²,1614.58,29109.74,1,2,February,2026,5.654414563146205
4 Bedroom Apartment / Flat,westlands,4.0,4.0,120 m²,12000000,Apartment / Flat,2026-01-26,none,120.0,m²,1291.67,9290.3,1,1,January,2026,5.654414563146205
4 Bedroom Apartment / Flat,syokimau,4.0,4.0,1 m²,13900000,Apartment / Flat,2026-02-04,none,1.0,m²,10.76,1291821.56,1,2,February,2026,13.59692712262327
3 Bedroom Apartment / Flat,parklands,3.0,3.0,230 m²,21000000,Apartment / Flat,2026-02-05,none,230.0,m²,2475.7,8482.45,1,2,February,2026,2.4546437248996504
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,205 m²,32000000,Apartment / Flat,2026-01-20,"design  comfort, ultramodern architecture with botanical integration, bespoke interiors with imported fittings, lowdensity layout for privacy and tranquility, smart, secure  sustainable, 500 mbps highspeed internet, instant water heating systems, private cloudbased security servers, leisure  wellness, heated swimming pool, fully equipped gym  boxing studio with trainers, private cinema room, childrens play area, private lift lobbies with dual access, exclusive resident services, 24hour concierge  butler services, onsite reception and maintenance team, minimart, salon  coffee shop within the complex, location advantage, 10 minutes to upper hill  state house, 15 minutes to the cbd, why invest here, generously sized apartments with panoramic views, strong capital appreciation and rental yield potential, viewings strictly by appointment, contact us today for more details or to book a private tour",205.0,m²,2206.6,14501.95,28,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,117 m²,14700000,Apartment / Flat,2026-01-14,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",117.0,m²,1259.38,11672.41,16,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,2.0,52 m²,15200000,Apartment / Flat,2026-02-19,none,52.0,m²,559.72,27156.44,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,58 m²,8700000,Apartment / Flat,2026-01-11,none,58.0,m²,624.31,13935.38,1,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,65 m²,9650000,Apartment / Flat,2026-02-05,"signature pool collection enjoy a quiet courtyard pool or escape to the showstopping rooftop infinity pool on the 30th floor, offering uninterrupted skyline views, work, meet, connect a grand doubleheight lobby, executive conference lounge, and a curated coffee spot provide ideal spaces for both business and social interaction, designed for strong returns, surrounded by global institutions such as google and the world bank, grosvenor residences is perfectly positioned to attract premium tenants, including expatriates, senior executives, and corporate travellers, executive onebedroom apartments, why this investment stands out, rental demand ideal for highend short stays and longterm corporate leases, claim your position, developments of this calibre and location are rareand opportunities like this dont last whether youre building a resilient property portfolio or securing a distinguished city residence, grosvenor residences delivers on prestige, performance, and future value, dont watch the skyline change be part of it, call or whatsapp 0700 541 508 to book a private site tour",65.0,m²,699.65,13792.61,23,2,February,2026,5.654414563146205
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,142 m²,15620000,Apartment / Flat,2026-01-11,"inside the apartments, spacious openplan layouts with natural light, modern fitted kitchens with premium cabinetry, ensuite bedrooms finished with elegance, dsq available in select 2  3bedroom units, balconies with leafy and city views, heated rooftop swimming pool, gym and yoga studio, coffee bar and coworking space, indoor childrens play area, cctv, smart access and 247 security, borehole water, ample storage and backup generator, 1 bedroom apartments, 2 bedroom apartments, 3 bedroom  dsq, cash payment, balance shall be paid within 30 days",142.0,m²,1528.47,10219.37,19,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,syokimau,3.0,3.0,143 m²,9700000,Apartment / Flat,2026-01-27,"large windows that allows alot of natural light in the spacious  rooms, spacious openclosed kitchen with ample storage  space, large wardrobe with enough  storage space for hishers, all the units comes with a balcony, high speed lifts two per floor, 2 boreholes, semi olympic size swimming pool with both the children and adults sections, kids play area, shopping complex, 24 hour manned security gate, cctv surveillance, among others, asking prices, a studio size is 38sqm selling at ksh 35m, b one bedroom size is 68sqm selling at ksh 55m, c two bedroom size is 109sqm selling at ksh 75m, dthree bedroom without dsq size is 143sqm selling  at ksh 97m, ethree bedroom with a dsq size is 155sqm selling  at ksh 11m, f four bedroom with a dsq size is 173sqm selling at ksh 135m, for viewing and more information callwhatsapp on 0724415336",143.0,m²,1539.24,6301.81,20,1,January,2026,13.59692712262327
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,111 m²,10400000,Apartment / Flat,2026-01-07,"58 sqm  ksh 58m, 64 sqm  ksh 63m, 66 sqm  ksh 65m, 82 sqm  ksh 82m, 111 sqm  ksh 104m, 119 sqm  ksh 112m, 128 sqm  ksh 125m, 135 sqm  ksh 127m, 136 sqm  ksh 128m, infinity swimming pool, fully equipped gym  yoga studio, kids play area, coffee bar, massage  wellness room, borehole  full backup generator, prime kileleshwa location, high rental demand  excellent roi, spacious layouts with elegant interiors, peaceful, green surroundings with easy city access",111.0,m²,1194.79,8704.46,20,1,January,2026,3.997772791838036
4 Bedroom Apartment / Flat,westlands,4.0,4.0,210 m²,21000000,Apartment / Flat,2026-01-17,none,210.0,m²,2260.42,9290.31,1,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,syokimau,1.0,1.0,1 m²,4800000,Apartment / Flat,2026-01-28,none,1.0,m²,10.76,446096.65,1,1,January,2026,13.59692712262327
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,105 m²,12300000,Apartment / Flat,2026-02-12,"modern studios 43sqm from 52m, spacious 1 bedrooms 75sqm from 87m, elegant 2 bedrooms 105sqm from 123m, executive 3 bedrooms 134sqm from 152m, infinity pool with panoramic city views, stateoftheart gym, secure childrens play area, inhouse coffee house, borehole  full backup generator, investment  rental potential, studio 50k  5k, 1 bed 80k  8k, 2 bed 100k  10k, 3 bed 130k  13k",105.0,m²,1130.21,10882.93,14,2,February,2026,4.936608046681177
1 Bedroom Apartment / Flat,syokimau,1.0,1.0,50 m²,4800000,Apartment / Flat,2026-01-28,none,50.0,m²,538.19,8918.78,1,1,January,2026,13.59692712262327
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,60 m²,5110000,Apartment / Flat,2026-01-06,none,60.0,m²,645.83,7912.3,1,1,January,2026,3.997772791838036
2 Bedroom Apartment / Flat,westlands,2.0,2.0,90 m²,14000000,Apartment / Flat,2026-01-06,none,90.0,m²,968.75,14451.61,1,1,January,2026,5.654414563146205
2 Bedroom Apartment / Flat,syokimau,2.0,2.0,109 m²,7500000,Apartment / Flat,2026-01-25,none,109.0,m²,1173.27,6392.39,1,1,January,2026,13.59692712262327
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,173 m²,22000000,Apartment / Flat,2026-01-14,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",173.0,m²,1862.15,11814.3,16,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,65 m²,6500000,Apartment / Flat,2026-01-05,none,65.0,m²,699.65,9290.36,1,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,64 m²,6300000,Apartment / Flat,2026-01-07,"58 sqm  ksh 58m, 64 sqm  ksh 63m, 66 sqm  ksh 65m, 82 sqm  ksh 82m, 111 sqm  ksh 104m, 119 sqm  ksh 112m, 128 sqm  ksh 125m, 135 sqm  ksh 127m, 136 sqm  ksh 128m, infinity swimming pool, fully equipped gym  yoga studio, kids play area, coffee bar, massage  wellness room, borehole  full backup generator, prime kileleshwa location, high rental demand  excellent roi, spacious layouts with elegant interiors, peaceful, green surroundings with easy city access",64.0,m²,688.89,9145.15,20,1,January,2026,3.997772791838036
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,182 m²,24000000,Apartment / Flat,2026-01-14,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",182.0,m²,1959.03,12250.96,16,1,January,2026,4.936608046681177
5 Bedroom Townhouse,westlands,5.0,5.0,500 m²,42000000,Townhouse,2026-02-09,none,500.0,m²,5381.95,7803.86,1,2,February,2026,5.654414563146205
4 Bedroom Apartment / Flat,kileleshwa,4.0,5.0,228 m²,26000000,Apartment / Flat,2026-01-08,"fully equipped gym, backup generator, swimming pool  intercom, cctv surveillance, recreational hall, indoor kids play area, satellite dish, borehole, high speed lifts, restaurant, coffee shop, multifunctional room, and other detailed numerous features, spacious  elegantly privileged apartments with, royal interior design  modern room fixtures, executive lounge  generous dining area, beautifully appointed ensuite bedrooms, roomy balconies in master bedroom  living room, modern themed design, not forgetting important study room for young ones, exquisite finishings in all areas of the houseapartment, prices are as follows",228.0,m²,2454.17,10594.21,22,1,January,2026,3.997772791838036
Vacant Land / Plot,uthiru,3.0,3.0,110 m²,45000000,Vacant Land / Plot,2026-02-18,none,110.0,m²,1184.03,38005.79,1,2,February,2026,12.705172007158268
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,100 m²,11000000,Apartment / Flat,2026-01-25,"68 sqm at kshs 715 million, 94 sqm at kshs 103 million  master ensuite, 96 sqm at kshs 1055 million  master ensuite, 100 sqm at kshs 11 million  master ensuite, 135 sqm at kshs 148 million  two ensuite, 173 sqm at kshs 189 million  all ensuite plus dsq",100.0,m²,1076.39,10219.34,6,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,135 m²,14800000,Apartment / Flat,2026-01-25,"94 sqm at kshs 103 million  master ensuite, 96 sqm at kshs 1055 million  master ensuite, 100 sqm at kshs 11 million  master ensuite, 135 sqm at kshs 148 million  two ensuite, 173 sqm at kshs 189 million  all ensuite plus dsq",135.0,m²,1453.13,10184.91,5,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,westlands,3.0,4.5,152 m²,21000000,Apartment / Flat,2026-01-07,"life at amani residence extends beyond your apartment  enjoy a collection of luxury facilities designed for wellness, recreation, and community living, fully equipped gym  stay active with convenience, two heated infinity pools  perfect for relaxation and fitness, childrens playgrounds  safe and fun spaces for little ones, yoga studio  calm, wellnessfocused retreat, reading lounge  community library  quiet spaces for learning and leisure, borehole water  purifier  clean, reliable water supply, full backup generator  continuous power supply, 247 security with cctv  total peace of mind, bbq area  relaxation zone  ideal for family and community gatherings, carpedestrian separation  enhanced safety and comfort",152.0,m²,1636.11,12835.32,15,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,65 m²,5720000,Apartment / Flat,2026-01-07,"rooftop swimming pool, rooftop gym, caf  restaurant, residents lounge, landscaped terrace deck  courtyard, patio gaming zone, borehole water supply, backup generator, smart lock access system, childrens play area, highspeed lifts, reception and lobby area, 247 security, gs arcade mall  2 minutes drive, quickmart junction  5 minutes drive, lavington mall  7 minutes drive, yaya centre  9 minutes drive, ideal for rental investment or owneroccupation in a prime kileleshwa location, contact whatsapp 254721514314",65.0,m²,699.65,8175.52,19,1,January,2026,3.997772791838036
2 Bedroom Apartment / Flat,westlands,2.0,2.0,21 m²,13000000,Apartment / Flat,2026-02-13,none,21.0,m²,226.04,57511.94,1,2,February,2026,5.654414563146205
4 Bedroom Apartment / Flat,kileleshwa,4.0,4.0,130 m²,13000000,Apartment / Flat,2026-01-12,none,130.0,m²,1399.31,9290.29,1,1,January,2026,3.997772791838036
2 Bedroom Apartment / Flat,syokimau,2.0,2.0,99 m²,7800000,Apartment / Flat,2026-02-20,none,99.0,m²,1065.63,7319.61,1,2,February,2026,13.59692712262327
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,55 m²,5500000,Apartment / Flat,2026-01-01,none,55.0,m²,592.01,9290.38,1,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,72 m²,7800000,Apartment / Flat,2026-01-30,"swimming pool, 24hr security, spacious rooms, call for viewing",72.0,m²,775.0,10064.52,4,1,January,2026,5.654414563146205
Apartment / Flat,westlands,2.0,1.0,70 m²,6800000,Apartment / Flat,2026-02-07,"luminara elevates everyday living with resortstyle facilities, infinity rooftop pool with spectacular city views, sky lounge  rooftop dining club  perfect for entertaining, stylish caf  business lounge for work and leisure, fully equipped gym  wellness studio, concierge reception with grand lobby and hotelstyle service, reliable backup power  water supply, four highspeed elevators for seamless movement, sarit centre  westgate shopping mall, major corporate offices and business hubs, premier hospitals like mp shah  aga khan university hospital, popular restaurants, cafs, and entertainment spots",70.0,m²,753.47,9024.91,14,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,71 m²,8000000,Apartment / Flat,2026-01-14,none,71.0,m²,764.24,10467.92,1,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,55 m²,5500000,Apartment / Flat,2025-12-31,none,55.0,m²,592.01,9290.38,1,12,December,2025,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,50 m²,7000000,Apartment / Flat,2026-02-21,none,50.0,m²,538.19,13006.56,1,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,110 m²,11500000,Apartment / Flat,2026-01-08,"modern living spacious apartments designed for ultimate comfort and style, security and convenience advanced security features and reliable utilities",110.0,m²,1184.03,9712.59,2,1,January,2026,3.997772791838036
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,110 m²,10000000,Apartment / Flat,2026-02-20,none,110.0,m²,1184.03,8445.73,1,2,February,2026,3.997772791838036
1 Bedroom Apartment / Flat,westlands,1.0,1.0,64 m²,8790000,Apartment / Flat,2025-12-30,none,64.0,m²,688.89,12759.66,1,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,79 m²,9022000,Apartment / Flat,2025-12-30,none,79.0,m²,850.35,10609.75,1,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,70 m²,10000000,Apartment / Flat,2025-12-30,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",70.0,m²,753.47,13271.93,6,12,December,2025,5.654414563146205
2 Bedroom Apartment / Flat,westlands,2.0,2.0,179 m²,23000000,Apartment / Flat,2025-12-29,none,179.0,m²,1926.74,11937.26,1,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,75 m²,8200000,Apartment / Flat,2026-01-03,"fully equipped gym, rooftop swimming pool, rooftop terrace for parties, kids play area, receptionclub house, rooftop common kitchen, full backup generator, borehole and county water supply, water treatment system, 247 management team, smart lock, ceiling plaster, high speed lifts, cctv and access control system, spotlight for all the rooms, fully fitted kitchenwith stoves, oven, microwave, fridge, hood, washing machine",75.0,m²,807.29,10157.44,21,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,westlands,3.0,3.0,203 m²,32000000,Apartment / Flat,2026-01-16,"sarit centre, westgate mall, mp shah hospital, aga khan university hospital, international schools, major banks, restaurants  corporate offices",203.0,m²,2185.07,14644.84,7,1,January,2026,5.654414563146205
Vacant Land / Plot,syokimau,3.0,4.5,168 m²,4000000,Vacant Land / Plot,2026-02-16,none,168.0,m²,1808.34,2211.97,1,2,February,2026,13.59692712262327
4 Bedroom Apartment / Flat,westlands,4.0,4.0,150 m²,15000000,Apartment / Flat,2026-01-08,none,150.0,m²,1614.58,9290.34,1,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,lavington,3.0,3.0,110 m²,11000000,Apartment / Flat,2026-01-08,none,110.0,m²,1184.03,9290.31,1,1,January,2026,5.324669724932856
1 Bedroom Apartment / Flat,westlands,1.0,1.0,78 m²,9600000,Apartment / Flat,2026-01-02,none,78.0,m²,839.58,11434.29,1,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,3.0,143 m²,9700000,Apartment / Flat,2026-01-17,"large windows that allows alot of natural light in the spacious  rooms, spacious openclosed kitchen with ample storage  space, large wardrobe with enough  storage space for hishers, all the units comes with a balcony, high speed lifts two per floor, 2 boreholes, semi olympic size swimming pool with both the children and adults sections, kids play area, shopping complex, 24 hour manned security gate, cctv surveillance, among others, asking prices, a studio size is 38sqm selling at ksh 35m, b one bedroom size is 68sqm selling at ksh 55m, c two bedroom size is 109sqm selling at ksh 7m, dthree bedroom without dsq size is 143sqm selling  at ksh 97m, ethree bedroom with a dsq size is 155sqm selling  at ksh 11m, f four bedroom with a dsq size is 173sqm selling at ksh 135m, for viewing and more information callwhatsapp on 0724415336",143.0,m²,1539.24,6301.81,20,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,4.5,200 m²,17054400,Apartment / Flat,2026-01-01,"fully equipped gymnasium, swimming pool, backup power generator, cctv  24hour security, 4 highspeed lifts, spacious retail shops, premium quality construction, timeless architectural design, customerfirst service and support",200.0,m²,2152.78,7922.04,9,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,2.0,78 m²,8990000,Apartment / Flat,2026-02-18,none,78.0,m²,839.58,10707.73,1,2,February,2026,5.654414563146205
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,216 m²,30000000,Apartment / Flat,2026-01-22,"prestige plaza  shopping and services along ngong road, local supermarkets, pharmacies and convenience stores are scattered through the neighbourhood, residents enjoy easy access to malls, fashion and grocery stores, banks, and everyday services within minutes, dining, cafs  social spots, trendy cafs and coffee shops, as well as local and international restaurants, bars, lounges, and nightlife venues catering to both casual and upscale crowds, completion december 2026",216.0,m²,2325.0,12903.23,15,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,lavington,2.0,1.0,70 m²,7000000,Apartment / Flat,2026-01-08,none,70.0,m²,753.47,9290.35,1,1,January,2026,5.324669724932856
3 Bedroom Townhouse,syokimau,3.0,3.0,210 m²,11000000,Townhouse,2026-01-27,none,210.0,m²,2260.42,4866.35,1,1,January,2026,13.59692712262327
2 Bedroom Apartment / Flat,kilimani,2.0,1.0,70 m²,7000000,Apartment / Flat,2026-01-07,none,70.0,m²,753.47,9290.35,1,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,2.0,90 m²,16380000,Apartment / Flat,2026-01-15,"resident reception equivalent to a 5 star hotel standard with 24 hours service and concierge, branded multi cuisine restaurant, convenience store at gf, children day care facility, pet grooming and pet hotel facility, rooftop infinity swimming pool poolside seating and sun deck, zumba  aerobics studio for high intensity exercises, cctv  24 hour security, key card access, sauna and massage rooms, gym fitted out with equipment, luxury unisex salon, panoramic rooftop bar and cigar lounge, fully backed up generator, security and fire standards to eu and world bank requirements, wifi internet connection, bespoke fullyfitted modular kitchen with lavish composite stone, countertops and backsplashes, fully integrated wardrobes in the bedrooms, anti  skid porcelain floor tiles, imported premium sanitary ware, expansive balconies with uninterrupted views",90.0,m²,968.75,16908.39,22,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,3.0,120 m²,12000000,Apartment / Flat,2026-01-12,none,120.0,m²,1291.67,9290.3,1,1,January,2026,5.654414563146205
2 Bedroom Apartment / Flat,embakasi,2.0,2.0,21 m²,8500000,Apartment / Flat,2026-02-13,none,21.0,m²,226.04,37603.96,1,2,February,2026,12.655633262367287
4 Bedroom Townhouse,kiambu road,4.0,5.0,250 m²,28000000,Townhouse,2026-01-08,none,250.0,m²,2690.98,10405.13,1,1,January,2026,6.716360464705247
4 Bedroom Apartment / Flat,kileleshwa,4.0,4.0,230 m²,23000000,Apartment / Flat,2026-02-18,none,230.0,m²,2475.7,9290.3,1,2,February,2026,3.997772791838036
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,119 m²,11200000,Apartment / Flat,2026-02-17,"lowdensity layout for privacy, sauna  spa, mini mart within the development, small golf practice area, onsite laundry shop, full backup generator, borehole  large water storage, highspeed lifts, cctv surveillance  247 security, prime location  kileleshwa, minutes from, lavington, yaya centre, leading schools  hospitals, a prime address with strong capital appreciation potential, cash plan, balance within 30 days, installment plan, 10 every 3 months 7 installments, final 10 before completion, call  whatsapp 0748158876",119.0,m²,1280.9,8743.85,21,2,February,2026,3.997772791838036
5 Bedroom House,kiambu road,5.0,3.0,345 m²,38000000,House,2026-01-26,none,345.0,m²,3713.55,10232.8,1,1,January,2026,6.716360464705247
1 Bedroom Apartment / Flat,westlands,1.0,1.0,53 m²,5300000,Apartment / Flat,2026-02-04,none,53.0,m²,570.49,9290.26,1,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,lavington,2.0,1.0,68 m²,6800000,Apartment / Flat,2026-01-28,none,68.0,m²,731.95,9290.25,1,1,January,2026,5.324669724932856
2 Bedroom Apartment / Flat,westlands,2.0,2.0,82 m²,9880000,Apartment / Flat,2026-01-15,"fully equipped gym, heated swimming pool, rooftop lounge with panoramic views, modern reception lobby, highspeed lifts, full backup generator, borehole and water storage system, secure access control systems, 247 security with cctv surveillance, nearby public facilities  infrastructure, close proximity to major shopping malls including sarit centre, westgate mall, and the mall parklands, wellserved by public transport, ridehailing services, and taxis, near leading healthcare facilities such as aga khan university hospital, mp shah hospital, medanta africare, aar clinics, and specialist medical centres, surrounded by banks, atms, supermarkets, pharmacies, and business services, close to a wide range of restaurants, cafs, lounges, and entertainment hubs, short drive to recreational and green spaces including city park and karura forest, nearby religious centres and community facilities, access to essential public services including post offices, security services, and administrative offices, kindly note that prices and availability are subject to variation and the developers discretion, advertised prices are as provided at the time of listing",82.0,m²,882.64,11193.69,37,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,66 m²,6500000,Apartment / Flat,2026-02-16,"swimming pool, fully equipped gym  yoga room, kids play area, onsite coffee bar  restaurant, massagewellness room, borehole water supply  full backup generator, highspeed lifts, 247 cctv surveillance  security, project  payment info, completion expected q3 2028 midtolate 2028",66.0,m²,710.42,9149.52,10,2,February,2026,3.997772791838036
3 Bedroom Apartment / Flat,westlands,3.0,3.0,100 m²,13500000,Apartment / Flat,2026-02-18,"swimming pool relax and unwind in our elegant swimming pool, childrens play area a safe and engaging space for children, fullyequipped gym stay fit with our modern gym facilities, generator ensure continuous power supply with our backup generator, borehole  water storage facilities secure and ample water resources, satellite tv and fiber optic infrastructure enjoy highspeed internet and topnotch entertainment, cctv  electric fencing enhanced security for peace of mind, intercom system convenient internal communication, 247 manned security aroundtheclock security services, rooftop bbq  recreation area perfect for social gatherings and enjoying panoramic views, contact us, dont miss the opportunity to own a piece of luxury, contact us today for more details and to schedule your visit",100.0,m²,1076.39,12541.92,13,2,February,2026,5.654414563146205
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,182 m²,22800000,Apartment / Flat,2026-02-16,none,182.0,m²,1959.03,11638.41,1,2,February,2026,4.936608046681177
